,Region,Year,WineType,Production_Hectoliters,Area_Hectares,Population,Area,Yield_Hl_Ha
668,liguria,2017,Glera (Prosecco/Sparkling),2374.0,24.0,1500000,North,98.9
669,Liguria,2017,Pinot Grigio (White),1259.0,18.0,1500000,North,69.9
670,Liguria,2017,Primitivo (Red),,19.0,1500000,North,62.6
671,Liguria,2017,Montepulciano (Red),2047.0,30.0,1500000,North,68.2
672,Liguria,2018,Sangiovese (Red),1135.0,20.0,1500000,North,56.8
673,Liguria,2018,Nebbiolo (Red),1360.0,,1500000,North,54.4
674,Liguria,2018,Glera (Prosecco/Sparkling),3019.0,,1500000,North,131.3
675,Liguria,2018,Pinot Grigio (White),1264.0,16.0,1500000,North,79.0
676,Liguria,2018,Primitivo (Red),2036.0,28.0,1500000,North,72.7
677,Liguria,2018,Montepulciano (Red),858.0,,1500000,North,78.0
678,liguria,2019,sangiovese (red),1395.0,27.0,1500000,North,51.7
679,Liguria,2019,Nebbiolo (Red),775.0,14.0,1500000,North,55.4
680,Liguria,2019,Glera (Prosecco/Sparkling),15324.573408097822,21.0,1500000,North,107.4
681,Liguria,2019,Pinot Grigio (White),1114.0,13.0,1500000,North,85.7
682,Liguria,2019,Primitivo (Red),2189.0,25.0,1500000,North,87.6
683,Liguria,2019,Montepulciano (Red),1401.0,18.0,1500000,North,
684,Liguria,2020,Sangiovese (Red),1870.0,24.0,1500000,North,77.9
685,Liguria,2020,Nebbiolo (Red),,27.0,1500000,North,45.7
686,Liguria,2020,Glera (Prosecco/Sparkling),2526.0,23.0,1500000,North,109.8
687,Liguria,2020,Pinot Grigio (White),1599.0,17.0,1500000,North,94.1
688,Liguria,2020,Primitivo (Red),1290.0,18.0,1500000,North,71.7
689,liguria,2020,Montepulciano (Red),895.0,11.0,1500000,North,81.4
690,Liguria,2021,Sangiovese (Red),1433.0,23.0,1500000,North,62.3
691,Liguria,2021,Nebbiolo (Red),446.0,11.0,1500000,North,40.5
692,Liguria,2021,Glera (Prosecco/Sparkling),2122.0,19.0,1500000,North,111.7
693,Liguria,2021,Pinot Grigio (White),,,1500000,North,92.5
694,Liguria,2021,Primitivo (Red),701.0,10.0,1500000,North,70.1
695,Liguria,2021,Montepulciano (Red),1068.0,,1500000,North,
696,Liguria,2022,Sangiovese (Red),709.0,10.0,1500000,North,70.9
697,Liguria,2022,Nebbiolo (Red),806.0,,1500000,North,42.4
698,Liguria,2022,glera (prosecco/sparkling),1065.0,10.0,1500000,North,106.5
699,Liguria,2022,Pinot Grigio (White),2078.0,21.0,1500000,North,99.0
700,liguria,2022,Primitivo (Red),1033.0,,1500000,North,
701,Liguria,2022,Montepulciano (Red),1586.0,20.0,1500000,North,
702,Liguria,2023,Sangiovese (Red),1170.0,21.0,1500000,North,55.7
703,Liguria,2023,Nebbiolo (Red),756.0,19.0,1500000,North,39.8
704,Liguria,2023,Glera (Prosecco/Sparkling),2757.0,33.0,1500000,North,83.5
705,Liguria,2023,Pinot Grigio (White),1265.0,21.0,1500000,North,
706,Liguria,2023,Primitivo (Red),1547.0,26.0,1500000,North,59.5
707,Liguria,2023,Montepulciano (Red),714.0,12.0,1500000,North,59.5
708,Liguria,2024,Sangiovese (Red),1291.0,17.0,1500000,North,75.9
709,Liguria,2024,Nebbiolo (Red),1679.0,,1500000,North,46.6
710,Liguria,2024,Glera (Prosecco/Sparkling),3175.0,28.0,1500000,North,113.4
711,Liguria,2024,Pinot Grigio (White),2518.0,24.0,1500000,North,104.9
712,Liguria,2024,Primitivo (Red),1472.0,20.0,1500000,North,73.6
713,Liguria,2024,Montepulciano (Red),2239.0,27.0,1500000,North,82.9
714,Liguria,2025,Sangiovese (Red),953.0,23.0,1500000,North,41.4
715,Liguria,2025,Nebbiolo (Red),1450.0,,1500000,North,46.8
716,Liguria,2025,Glera (Prosecco/Sparkling),2297.0,20.0,1500000,North,114.8
717,Liguria,2025,Pinot Grigio (White),2032.0,24.0,1500000,North,84.7
718,Liguria,2025,Primitivo (Red),1831.0,23.0,1500000,North,79.6
719,Liguria,2025,Montepulciano (Red),1843.0,20.0,1500000,North,92.2
720,Lombardy,2011,Sangiovese (Red),21097.0,297.0,10000000,North,71.0
721,lombardy,2011,Nebbiolo (Red),56529.0,1125.0,10000000,North,50.2
722,Lombardy,2011,Glera (Prosecco/Sparkling),21673.0,218.0,10000000,North,99.4
723,Lombardy,2011,Pinot Grigio (White),9503.0,129.0,10000000,North,73.7
724,Lombardy,2011,Primitivo (Red),14734.0,204.0,10000000,North,72.2
725,Lombardy,2011,Montepulciano (Red),21131.0,232.0,10000000,North,91.1
726,Lombardy,2012,Sangiovese (Red),14849.0,254.0,10000000,North,58.5
727,Lombardy,2012,Nebbiolo (Red),40569.0,,10000000,North,48.4
728,Lombardy,2012,Glera (Prosecco/Sparkling),13614.0,135.0,10000000,North,100.8
729,Lombardy,2012,Pinot Grigio (White),26533.0,317.0,10000000,North,83.7
730,Lombardy,2012,Primitivo (Red),20438.0,279.0,10000000,North,73.3
731,Lombardy,2012,Montepulciano (Red),12634.0,151.0,10000000,North,83.7
732,lombardy,2013,Sangiovese (Red),15863.0,236.0,10000000,North,67.2
733,Lombardy,2013,Nebbiolo (Red),40385.0,813.0,10000000,North,49.7
734,Lombardy,2013,Glera (Prosecco/Sparkling),6620.0,59.0,10000000,North,112.2
735,Lombardy,2013,Pinot Grigio (White),19113.0,208.0,10000000,North,91.9
736,Lombardy,2013,Primitivo (Red),20335.0,,10000000,North,66.2
737,Lombardy,2013,Montepulciano (Red),25167.0,255.0,10000000,North,98.7
738,Lombardy,2014,Sangiovese (Red),15293.0,251.0,10000000,North,60.9
739,Lombardy,2014,Nebbiolo (Red),23020.0,481.0,10000000,North,47.9
740,Lombardy,2014,Glera (Prosecco/Sparkling),24378.0,218.0,10000000,North,111.8
741,Lombardy,2014,Pinot Grigio (White),17399.0,193.0,10000000,North,90.2
742,Lombardy,2014,Primitivo (Red),17953.0,235.0,10000000,North,
743,Lombardy,2014,Montepulciano (Red),16652.0,173.0,10000000,North,96.3
744,lombardy,2015,Sangiovese (Red),9935.0,,10000000,North,58.4
745,Lombardy,2015,Nebbiolo (Red),58130.0,1301.0,10000000,North,44.7
746,Lombardy,2015,Glera (Prosecco/Sparkling),30663.0,,10000000,North,108.3
747,Lombardy,2015,Pinot Grigio (White),25257.0,230.0,10000000,North,109.8
748,Lombardy,2015,Primitivo (Red),24417.0,293.0,10000000,North,83.3
749,Lombardy,2015,Montepulciano (Red),146205.26487885433,280.0,10000000,North,76.8
750,Lombardy,2016,sangiovese (red),15645.0,235.0,10000000,North,66.6
751,Lombardy,2016,Nebbiolo (Red),48299.0,1037.0,10000000,North,46.6
752,Lombardy,2016,Glera (Prosecco/Sparkling),35667.0,341.0,10000000,North,104.6
753,Lombardy,2016,Pinot Grigio (White),6221.0,69.0,10000000,North,90.2
754,Lombardy,2016,Primitivo (Red),12866.0,201.0,10000000,North,64.0
755,Lombardy,2016,Montepulciano (Red),27484.0,336.0,10000000,North,81.8
756,lombardy,2017,Sangiovese (Red),12867.0,275.0,10000000,North,46.8
757,Lombardy,2017,Nebbiolo (Red),39915.0,926.0,10000000,North,
758,Lombardy,2017,Glera (Prosecco/Sparkling),19107.0,,10000000,North,104.4
759,Lombardy,2017,Pinot Grigio (White),25992.0,304.0,10000000,North,
760,Lombardy,2017,Primitivo (Red),13874.0,,10000000,North,79.3
761,Lombardy,2017,Montepulciano (Red),17188.0,240.0,10000000,North,71.6
762,Lombardy,2018,Sangiovese (Red),12166.0,191.0,10000000,North,63.7
763,Lombardy,2018,Nebbiolo (Red),28039.0,577.0,10000000,North,48.6
764,Lombardy,2018,Glera (Prosecco/Sparkling),29910.0,305.0,10000000,North,98.1
765,Lombardy,2018,Pinot Grigio (White),19243.0,292.0,10000000,North,65.9
766,Lombardy,2018,Primitivo (Red),18884.0,260.0,10000000,North,72.6
767,Lombardy,2018,Montepulciano (Red),30245.0,347.0,10000000,North,87.2
768,Lombardy,2019,Sangiovese (Red),20091.0,284.0,10000000,North,70.7
769,Lombardy,2019,Nebbiolo (Red),42106.0,860.0,10000000,North,49.0
770,Lombardy,2019,Glera (Prosecco/Sparkling),41405.0,322.0,10000000,North,128.6
771,Lombardy,2019,Pinot Grigio (White),169963.45052617585,327.0,10000000,North,76.5
772,Lombardy,2019,Primitivo (Red),,264.0,10000000,North,77.2
773,Lombardy,2019,Montepulciano (Red),7488.0,99.0,10000000,North,75.6
774,Lombardy,2020,Sangiovese (Red),12704.0,245.0,10000000,North,51.9
775,Lombardy,2020,Nebbiolo (Red),41341.0,865.0,10000000,North,47.8
776,Lombardy,2020,Glera (Prosecco/Sparkling),40032.0,355.0,10000000,North,112.8
777,lombardy,2020,Pinot Grigio (White),,215.0,10000000,North,83.5
778,Lombardy,2020,Primitivo (Red),16015.0,,10000000,North,72.1
779,Lombardy,2020,Montepulciano (Red),24187.0,244.0,10000000,North,99.1
780,Lombardy,2021,Sangiovese (Red),19493.0,263.0,10000000,North,74.1
781,Lombardy,2021,Nebbiolo (Red),34375.0,658.0,10000000,North,52.2
782,Lombardy,2021,Glera (Prosecco/Sparkling),35025.0,303.0,10000000,North,115.6
783,Lombardy,2021,Pinot Grigio (White),22799.0,237.0,10000000,North,
784,Lombardy,2021,Primitivo (Red),16509.0,176.0,10000000,North,93.8
785,Lombardy,2021,Montepulciano (Red),20803.0,229.0,10000000,North,90.8
786,Lombardy,2022,Sangiovese (Red),21467.0,330.0,10000000,North,65.1
787,Lombardy,2022,Nebbiolo (Red),51738.0,1152.0,10000000,North,44.9
788,lombardy,2022,Glera (Prosecco/Sparkling),16820.0,131.0,10000000,North,128.4
789,Lombardy,2022,Pinot Grigio (White),16623.0,214.0,10000000,North,77.7
790,Lombardy,2022,Primitivo (Red),18709.0,233.0,10000000,North,
791,Lombardy,2022,Montepulciano (Red),20401.0,231.0,10000000,North,88.3
792,Lombardy,2023,Sangiovese (Red),13561.0,,10000000,North,41.1
793,Lombardy,2023,Nebbiolo (Red),36174.0,937.0,10000000,North,38.6
794,Lombardy,2023,Glera (Prosecco/Sparkling),225444.52250121383,376.0,10000000,North,88.2
795,Lombardy,2023,pinot grigio (white),14593.0,245.0,10000000,North,
796,Lombardy,2023,Primitivo (Red),14121.0,292.0,10000000,North,48.4
797,Lombardy,2023,Montepulciano (Red),14943.0,267.0,10000000,North,56.0
798,Lombardy,2024,Sangiovese (Red),12933.0,199.0,10000000,North,65.0
799,Lombardy,2024,Nebbiolo (Red),49216.0,,10000000,North,47.0
800,Lombardy,2024,Glera (Prosecco/Sparkling),,214.0,10000000,North,117.3
801,Lombardy,2024,Pinot Grigio (White),23896.0,246.0,10000000,North,97.1
802,Lombardy,2024,Primitivo (Red),15773.0,212.0,10000000,North,74.4
803,lombardy,2024,Montepulciano (Red),,184.0,10000000,North,88.4
804,Lombardy,2025,sangiovese (red),19827.0,312.0,10000000,North,63.5
805,Lombardy,2025,Nebbiolo (Red),26749.0,669.0,10000000,North,40.0
806,Lombardy,2025,Glera (Prosecco/Sparkling),22220.0,182.0,10000000,North,122.1
807,Lombardy,2025,pinot grigio (white),18996.0,256.0,10000000,North,74.2
808,Lombardy,2025,Primitivo (Red),12807.0,157.0,10000000,North,81.6
809,Lombardy,2025,Montepulciano (Red),11433.0,134.0,10000000,North,85.3
810,Marche,2011,Sangiovese (Red),207030.0,2937.0,1500000,Center,70.5
811,Marche,2011,Nebbiolo (Red),7181.0,124.0,1500000,Center,57.9
812,Marche,2011,Glera (Prosecco/Sparkling),29815.0,268.0,1500000,Center,
813,Marche,2011,Pinot Grigio (White),,,1500000,Center,87.1
814,Marche,2011,Primitivo (Red),16742.0,201.0,1500000,Center,
815,marche,2011,Montepulciano (Red),129133.0,2568.0,1500000,Center,50.3
816,Marche,2012,sangiovese (red),135206.0,1991.0,1500000,Center,
817,Marche,2012,Nebbiolo (Red),8336.0,166.0,1500000,Center,50.2
818,Marche,2012,Glera (Prosecco/Sparkling),8316.0,74.0,1500000,Center,112.4
819,Marche,2012,Pinot Grigio (White),18123.0,182.0,1500000,Center,99.6
820,Marche,2012,Primitivo (Red),18603.0,217.0,1500000,Center,85.7
821,Marche,2012,Montepulciano (Red),281608.0,2948.0,1500000,Center,95.5
822,Marche,2013,Sangiovese (Red),156107.0,2426.0,1500000,Center,64.3
823,Marche,2013,Nebbiolo (Red),7499.0,213.0,1500000,Center,35.2
824,Marche,2013,Glera (Prosecco/Sparkling),13284.0,137.0,1500000,Center,97.0
825,Marche,2013,Pinot Grigio (White),27399.0,279.0,1500000,Center,98.2
826,Marche,2013,Primitivo (Red),7510.0,109.0,1500000,Center,
827,Marche,2013,Montepulciano (Red),310069.0,3415.0,1500000,Center,90.8
828,Marche,2014,Sangiovese (Red),239794.0,3807.0,1500000,Center,63.0
829,Marche,2014,Nebbiolo (Red),11071.0,281.0,1500000,Center,39.4
830,Marche,2014,Glera (Prosecco/Sparkling),21263.0,212.0,1500000,Center,100.3
831,Marche,2014,Pinot Grigio (White),19137.0,,1500000,Center,84.3
832,Marche,2014,Primitivo (Red),13708.0,223.0,1500000,Center,61.5
833,Marche,2014,montepulciano (red),319198.0,3431.0,1500000,Center,93.0
834,Marche,2015,Sangiovese (Red),393581.0,4379.0,1500000,Center,89.9
835,Marche,2015,Nebbiolo (Red),13350.0,252.0,1500000,Center,53.0
836,Marche,2015,Glera (Prosecco/Sparkling),25630.0,221.0,1500000,Center,116.0
837,Marche,2015,Pinot Grigio (White),18288.0,189.0,1500000,Center,96.8
838,Marche,2015,Primitivo (Red),10806.0,166.0,1500000,Center,65.1
839,Marche,2015,Montepulciano (Red),362402.0,3840.0,1500000,Center,94.4
840,Marche,2016,Sangiovese (Red),205703.0,2924.0,1500000,Center,70.3
841,Marche,2016,Nebbiolo (Red),10561.0,233.0,1500000,Center,45.3
842,Marche,2016,Glera (Prosecco/Sparkling),29140.0,267.0,1500000,Center,109.1
843,Marche,2016,Pinot Grigio (White),17585.0,186.0,1500000,Center,94.5
844,Marche,2016,Primitivo (Red),19723.0,246.0,1500000,Center,80.2
845,Marche,2016,Montepulciano (Red),399669.0,4680.0,1500000,Center,85.4
846,Marche,2017,Sangiovese (Red),175958.0,3404.0,1500000,Center,51.7
847,Marche,2017,Nebbiolo (Red),,,1500000,Center,39.9
848,Marche,2017,Glera (Prosecco/Sparkling),19123.0,227.0,1500000,Center,84.2
849,Marche,2017,Pinot Grigio (White),19750.0,231.0,1500000,Center,85.5
850,Marche,2017,Primitivo (Red),12372.0,237.0,1500000,Center,52.2
851,Marche,2017,Montepulciano (Red),194904.0,,1500000,Center,66.7
852,Marche,2018,Sangiovese (Red),123635.0,2282.0,1500000,Center,54.2
853,Marche,2018,nebbiolo (red),11132.0,255.0,1500000,Center,43.7
854,Marche,2018,Glera (Prosecco/Sparkling),21661.0,242.0,1500000,Center,89.5
855,Marche,2018,Pinot Grigio (White),15287.0,173.0,1500000,Center,
856,marche,2018,Primitivo (Red),17095.0,215.0,1500000,Center,79.5
857,Marche,2018,Montepulciano (Red),187275.0,2076.0,1500000,Center,90.2
858,Marche,2019,Sangiovese (Red),172401.0,2570.0,1500000,Center,67.1
859,Marche,2019,Nebbiolo (Red),7574.0,191.0,1500000,Center,39.7
860,marche,2019,Glera (Prosecco/Sparkling),25628.0,254.0,1500000,Center,100.9
861,Marche,2019,Pinot Grigio (White),23985.0,286.0,1500000,Center,83.9
862,Marche,2019,Primitivo (Red),6996.0,105.0,1500000,Center,66.6
863,Marche,2019,Montepulciano (Red),185742.0,2370.0,1500000,Center,78.4
864,Marche,2020,Sangiovese (Red),135584.0,2380.0,1500000,Center,57.0
865,Marche,2020,Nebbiolo (Red),9346.0,187.0,1500000,Center,50.0
866,Marche,2020,Glera (Prosecco/Sparkling),25297.0,237.0,1500000,Center,106.7
867,Marche,2020,Pinot Grigio (White),26849.0,262.0,1500000,Center,102.5
868,Marche,2020,Primitivo (Red),16166.0,250.0,1500000,Center,64.7
869,Marche,2020,Montepulciano (Red),163542.0,1735.0,1500000,Center,94.3
870,Marche,2021,Sangiovese (Red),275337.0,4099.0,1500000,Center,67.2
871,Marche,2021,Nebbiolo (Red),9481.0,192.0,1500000,Center,49.4
872,Marche,2021,Glera (Prosecco/Sparkling),41427.0,334.0,1500000,Center,124.0
873,Marche,2021,Pinot Grigio (White),16788.0,192.0,1500000,Center,87.4
874,Marche,2021,Primitivo (Red),16600.0,223.0,1500000,Center,74.4
875,Marche,2021,Montepulciano (Red),,2804.0,1500000,Center,89.2
876,Marche,2022,Sangiovese (Red),174214.0,2739.0,1500000,Center,63.6
877,Marche,2022,Nebbiolo (Red),,212.0,1500000,Center,48.9
878,Marche,2022,Glera (Prosecco/Sparkling),22770.0,251.0,1500000,Center,90.7
879,Marche,2022,Pinot Grigio (White),18272.0,205.0,1500000,Center,89.1
880,marche,2022,Primitivo (Red),11450.0,141.0,1500000,Center,81.2
881,Marche,2022,Montepulciano (Red),267594.0,2951.0,1500000,Center,90.7
882,Marche,2023,sangiovese (red),106940.0,2301.0,1500000,Center,46.5
883,Marche,2023,Nebbiolo (Red),10736.0,291.0,1500000,Center,36.9
884,Marche,2023,Glera (Prosecco/Sparkling),22809.0,251.0,1500000,Center,90.9
885,Marche,2023,Pinot Grigio (White),17906.0,234.0,1500000,Center,76.5
886,Marche,2023,Primitivo (Red),12736.0,191.0,1500000,Center,66.7
887,Marche,2023,Montepulciano (Red),318405.0,4256.0,1500000,Center,74.8
888,Marche,2024,Sangiovese (Red),154377.0,2364.0,1500000,Center,65.3
889,Marche,2024,nebbiolo (red),10832.0,209.0,1500000,Center,51.8
890,Marche,2024,Glera (Prosecco/Sparkling),21862.0,234.0,1500000,Center,93.4
891,Marche,2024,Pinot Grigio (White),24392.0,253.0,1500000,Center,96.4
892,Marche,2024,Primitivo (Red),11210.0,138.0,1500000,Center,81.2
893,marche,2024,Montepulciano (Red),,1841.0,1500000,Center,64.6
894,Marche,2025,Sangiovese (Red),183860.0,2558.0,1500000,Center,71.9
895,Marche,2025,nebbiolo (red),7923.0,165.0,1500000,Center,48.0
896,Marche,2025,Glera (Prosecco/Sparkling),31066.0,244.0,1500000,Center,
897,Marche,2025,Pinot Grigio (White),88454.38912629767,153.0,1500000,Center,85.1
898,Marche,2025,Primitivo (Red),19827.0,254.0,1500000,Center,78.1
899,Marche,2025,Montepulciano (Red),209623.0,2374.0,1500000,Center,88.3
900,Molise,2011,Sangiovese (Red),1693.0,29.0,290000,South,58.4
901,Molise,2011,Nebbiolo (Red),911.0,18.0,290000,South,
902,Molise,2011,Glera (Prosecco/Sparkling),5012.0,43.0,290000,South,116.6
903,Molise,2011,pinot grigio (white),2138.0,28.0,290000,South,76.4
904,Molise,2011,Primitivo (Red),2558.0,,290000,South,67.3
905,Molise,2011,Montepulciano (Red),35504.0,,290000,South,
906,Molise,2012,Sangiovese (Red),3580.0,52.0,290000,South,68.8
907,molise,2012,Nebbiolo (Red),2014.0,36.0,290000,South,55.9
908,Molise,2012,Glera (Prosecco/Sparkling),4054.0,41.0,290000,South,98.9
909,Molise,2012,Pinot Grigio (White),2630.0,27.0,290000,South,97.4
910,Molise,2012,primitivo (red),4080.0,49.0,290000,South,83.3
911,Molise,2012,Montepulciano (Red),48284.0,541.0,290000,South,89.2
912,Molise,2013,Sangiovese (Red),2313.0,37.0,290000,South,62.5
913,Molise,2013,Nebbiolo (Red),1172.0,23.0,290000,South,51.0
914,Molise,2013,Glera (Prosecco/Sparkling),2477.0,24.0,290000,South,103.2
915,Molise,2013,Pinot Grigio (White),3872.0,41.0,290000,South,
916,Molise,2013,Primitivo (Red),1393.0,24.0,290000,South,58.0
917,Molise,2013,Montepulciano (Red),68033.0,712.0,290000,South,95.6
918,Molise,2014,Sangiovese (Red),910.0,14.0,290000,South,65.0
919,Molise,2014,Nebbiolo (Red),,41.0,290000,South,59.1
920,Molise,2014,Glera (Prosecco/Sparkling),3278.0,29.0,290000,South,113.0
921,Molise,2014,Pinot Grigio (White),3359.0,,290000,South,81.9
922,Molise,2014,Primitivo (Red),3279.0,45.0,290000,South,72.9
923,Molise,2014,Montepulciano (Red),15592.0,178.0,290000,South,87.6
924,Molise,2015,Sangiovese (Red),3758.0,,290000,South,56.1
925,Molise,2015,nebbiolo (red),1356.0,26.0,290000,South,52.2
926,Molise,2015,Glera (Prosecco/Sparkling),5899.0,45.0,290000,South,
927,Molise,2015,Pinot Grigio (White),4015.0,43.0,290000,South,93.4
928,Molise,2015,Primitivo (Red),3468.0,50.0,290000,South,69.4
929,Molise,2015,Montepulciano (Red),57334.0,699.0,290000,South,82.0
930,Molise,2016,Sangiovese (Red),1999.0,31.0,290000,South,64.5
931,Molise,2016,Nebbiolo (Red),1950.0,37.0,290000,South,52.7
932,Molise,2016,Glera (Prosecco/Sparkling),4951.0,44.0,290000,South,112.5
933,molise,2016,Pinot Grigio (White),4138.0,40.0,290000,South,103.4
934,Molise,2016,Primitivo (Red),1611.0,20.0,290000,South,80.6
935,Molise,2016,Montepulciano (Red),26429.0,,290000,South,70.3
936,Molise,2017,Sangiovese (Red),1338.0,35.0,290000,South,38.2
937,Molise,2017,Nebbiolo (Red),2167.0,47.0,290000,South,46.1
938,Molise,2017,Glera (Prosecco/Sparkling),,62.0,290000,South,80.9
939,Molise,2017,Pinot Grigio (White),,38.0,290000,South,92.5
940,Molise,2017,Primitivo (Red),3647.0,47.0,290000,South,77.6
941,Molise,2017,Montepulciano (Red),56728.0,715.0,290000,South,79.3
942,Molise,2018,Sangiovese (Red),,45.0,290000,South,58.1
943,Molise,2018,Nebbiolo (Red),,30.0,290000,South,50.6
944,Molise,2018,Glera (Prosecco/Sparkling),7164.0,62.0,290000,South,115.5
945,Molise,2018,Pinot Grigio (White),4803.0,46.0,290000,South,104.4
946,Molise,2018,Primitivo (Red),,43.0,290000,South,83.5
947,Molise,2018,Montepulciano (Red),44498.0,611.0,290000,South,
948,Molise,2019,Sangiovese (Red),1793.0,30.0,290000,South,59.8
949,Molise,2019,Nebbiolo (Red),1381.0,31.0,290000,South,44.5
950,Molise,2019,Glera (Prosecco/Sparkling),6041.0,50.0,290000,South,120.8
951,Molise,2019,Pinot Grigio (White),3493.0,41.0,290000,South,85.2
952,Molise,2019,Primitivo (Red),3960.0,47.0,290000,South,84.3
953,Molise,2019,Montepulciano (Red),52106.0,,290000,South,74.0
954,Molise,2020,Sangiovese (Red),,40.0,290000,South,69.4
955,Molise,2020,Nebbiolo (Red),1483.0,33.0,290000,South,44.9
956,Molise,2020,Glera (Prosecco/Sparkling),5334.0,,290000,South,93.6
957,Molise,2020,Pinot Grigio (White),5054.0,53.0,290000,South,95.4
958,Molise,2020,Primitivo (Red),2407.0,,290000,South,80.2
959,Molise,2020,Montepulciano (Red),44805.0,451.0,290000,South,
960,molise,2021,Sangiovese (Red),2046.0,39.0,290000,South,52.5
961,Molise,2021,Nebbiolo (Red),1560.0,,290000,South,53.8
962,Molise,2021,Glera (Prosecco/Sparkling),6295.0,53.0,290000,South,118.8
963,Molise,2021,Pinot Grigio (White),3375.0,35.0,290000,South,96.4
964,Molise,2021,Primitivo (Red),27353.174265008307,50.0,290000,South,80.5
965,Molise,2021,Montepulciano (Red),43339.0,,290000,South,80.0
966,Molise,2022,sangiovese (red),2620.0,41.0,290000,South,63.9
967,Molise,2022,Nebbiolo (Red),1126.0,22.0,290000,South,51.2
968,Molise,2022,Glera (Prosecco/Sparkling),8186.0,65.0,290000,South,125.9
969,Molise,2022,Pinot Grigio (White),5620.0,51.0,290000,South,110.2
970,Molise,2022,Primitivo (Red),3629.0,43.0,290000,South,84.4
971,Molise,2022,Montepulciano (Red),67746.0,846.0,290000,South,
972,Molise,2023,Sangiovese (Red),1958.0,48.0,290000,South,40.8
973,Molise,2023,Nebbiolo (Red),1565.0,38.0,290000,South,41.2
974,Molise,2023,Glera (Prosecco/Sparkling),6213.0,,290000,South,98.6
975,Molise,2023,Pinot Grigio (White),2618.0,40.0,290000,South,65.4
976,Molise,2023,Primitivo (Red),2346.0,32.0,290000,South,73.3
977,Molise,2023,Montepulciano (Red),34409.0,623.0,290000,South,
978,Molise,2024,Sangiovese (Red),3559.0,47.0,290000,South,
979,molise,2024,Nebbiolo (Red),1887.0,44.0,290000,South,42.9
980,Molise,2024,Glera (Prosecco/Sparkling),41216.64643907463,61.0,290000,South,99.4
981,Molise,2024,Pinot Grigio (White),4357.0,,290000,South,94.7
982,Molise,2024,Primitivo (Red),4878.0,59.0,290000,South,82.7
983,Molise,2024,montepulciano (red),51335.0,444.0,290000,South,115.6
984,Molise,2025,Sangiovese (Red),2231.0,40.0,290000,South,55.8
985,Molise,2025,Nebbiolo (Red),2176.0,42.0,290000,South,51.8
986,Molise,2025,Glera (Prosecco/Sparkling),4652.0,43.0,290000,South,108.2
987,Molise,2025,Pinot Grigio (White),19245.76137105678,32.0,290000,South,
988,Molise,2025,primitivo (red),2418.0,30.0,290000,South,80.6
989,Molise,2025,Montepulciano (Red),52445.0,602.0,290000,South,
990,Piedmont,2011,Sangiovese (Red),35488.0,592.0,4200000,North,59.9
991,Piedmont,2011,Nebbiolo (Red),407888.0,8432.0,4200000,North,48.4
992,Piedmont,2011,Glera (Prosecco/Sparkling),45102.0,419.0,4200000,North,107.6
993,Piedmont,2011,Pinot Grigio (White),48310.0,,4200000,North,93.1
994,Piedmont,2011,Primitivo (Red),26014.0,381.0,4200000,North,68.3
995,Piedmont,2011,Montepulciano (Red),28452.0,365.0,4200000,North,78.0
996,Piedmont,2012,Sangiovese (Red),22579.0,360.0,4200000,North,62.7
997,piedmont,2012,Nebbiolo (Red),220251.0,4821.0,4200000,North,45.7
998,Piedmont,2012,Glera (Prosecco/Sparkling),28371.0,291.0,4200000,North,97.5
999,Piedmont,2012,pinot grigio (white),32500.0,,4200000,North,84.2
1000,Piedmont,2012,Primitivo (Red),28124.0,367.0,4200000,North,76.6
1001,Piedmont,2012,Montepulciano (Red),34003.0,385.0,4200000,North,
1002,Piedmont,2013,Sangiovese (Red),24391.0,419.0,4200000,North,58.2
1003,Piedmont,2013,Nebbiolo (Red),485561.0,,4200000,North,49.4
1004,Piedmont,2013,Glera (Prosecco/Sparkling),412975.1669342335,427.0,4200000,North,142.3
1005,Piedmont,2013,Pinot Grigio (White),27583.0,282.0,4200000,North,97.8
1006,Piedmont,2013,Primitivo (Red),27946.0,414.0,4200000,North,67.5
1007,Piedmont,2013,Montepulciano (Red),19955.0,323.0,4200000,North,61.8
1008,Piedmont,2014,Sangiovese (Red),48414.0,677.0,4200000,North,
1009,Piedmont,2014,Nebbiolo (Red),372218.0,7154.0,4200000,North,52.0
1010,Piedmont,2014,Glera (Prosecco/Sparkling),,384.0,4200000,North,
1011,Piedmont,2014,Pinot Grigio (White),55872.0,626.0,4200000,North,89.3
1012,Piedmont,2014,Primitivo (Red),41761.0,561.0,4200000,North,74.4
1013,Piedmont,2014,Montepulciano (Red),37740.0,395.0,4200000,North,95.5
1014,piedmont,2015,Sangiovese (Red),35549.0,566.0,4200000,North,62.8
1015,Piedmont,2015,Nebbiolo (Red),357662.0,8572.0,4200000,North,41.7
1016,Piedmont,2015,Glera (Prosecco/Sparkling),69935.0,,4200000,North,108.1
1017,Piedmont,2015,Pinot Grigio (White),21305.0,216.0,4200000,North,98.6
1018,Piedmont,2015,Primitivo (Red),28263.0,434.0,4200000,North,65.1
1019,piedmont,2015,Montepulciano (Red),24756.0,318.0,4200000,North,77.8
1020,Piedmont,2016,Sangiovese (Red),200653.3722605305,,4200000,North,
1021,Piedmont,2016,Nebbiolo (Red),375585.0,7478.0,4200000,North,50.2
1022,piedmont,2016,Glera (Prosecco/Sparkling),78296.0,754.0,4200000,North,103.8
