,Region,Year,CropType,Production_Tonnes,Area_Hectares,Population,Area,Yield_Tonnes_per_Hectare
1253,Kyiv Oblast,2025,Wheat,179306.0,33106.0,1795000,North,5.4161179242433395
1254,Kyiv Oblast,2025,Barley,134692.0,41298.0,1795000,North,3.2614654462685846
1255,kyiv reg.,2025,Corn,625713.0,86173.0,1795000,North,7.26112587469393
1256,Kyiv Oblast,2025,Sunflower,56083.0,33766.0,1795000,North,1.6609311141384826
1257,Kyiv Oblast,2025,Rye,,55485.0,1795000,North,3.3200865098675316
1258,Kyiv Oblast,2025,Soybean,1768694.9288843034,79144.0,1795000,North,
1259,Kyiv Oblast,2025,Potatoes,,37824.0,1795000,North,14.063451776649746
1260,Luhansk Oblast,2011,wheat,141853.0,35104.0,2102000,East,4.04093550592525
1261,Luhansk Oblast,2011,Barley,54174.0,23774.0,2102000,East,2.2787078320854715
1262,Luhansk Oblast,2011,Corn,229158.0,40206.0,2102000,East,5.699597075063424
1263,Luhansk Oblast,2011,Sunflower,93278.0,31731.0,2102000,East,2.939648923765403
1264,Luhansk Oblast,2011,Rye,133243.0,43863.0,2102000,East,
1265,Luhansk Oblast,2011,Soybean,78759.0,35527.0,2102000,East,2.2168773045852452
1266,Luhansk Oblast,2011,Potatoes,547501.0,48240.0,2102000,East,11.349523217247098
1267,luhansk reg.,2012,Wheat,146637.0,36614.0,2102000,East,4.004943464248648
1268,Luhansk Oblast,2012,Barley,111552.0,26079.0,2102000,East,4.277464626711147
1269,Luhansk Oblast,2012,corn,243923.0,51386.0,2102000,East,4.7468765811699685
1270,Luhansk Oblast,2012,Sunflower,36958.0,19664.0,2102000,East,1.8794751830756713
1271,Luhansk Oblast,2012,Rye,75463.0,,2102000,East,
1272,Luhansk Oblast,2012,Soybean,177832.0,55621.0,2102000,East,3.197209686988727
1273,Luhansk Oblast,2012,Potatoes,7661638.94218806,50507.0,2102000,East,16.127685271348525
1274,Luhansk Oblast,2013,Wheat,146150.0,46573.0,2102000,East,3.1380842977690935
1275,Luhansk Oblast,2013,Barley,169703.0,44696.0,2102000,East,
1276,Luhansk Oblast,2013,Corn,161104.0,24992.0,2102000,East,6.446222791293214
1277,Luhansk Oblast,2013,Sunflower,94677.0,55357.0,2102000,East,1.7102986072222122
1278,Luhansk Oblast,2013,Rye,55195.0,19827.0,2102000,East,2.783830130629949
1279,Luhansk Oblast,2013,Soybean,,41111.0,2102000,East,2.2199411349760405
1280,Luhansk Oblast,2013,Potatoes,469086.0,33263.0,2102000,East,14.102335928809788
1281,Luhansk Oblast,2014,Wheat,244047.0,42842.0,2102000,East,
1282,Luhansk Oblast,2014,Barley,139632.0,41919.0,2102000,East,3.330995491304659
1283,Luhansk Oblast,2014,Corn,307184.0,45326.0,2102000,East,6.77721396108194
1284,Luhansk Oblast,2014,Sunflower,97192.0,34407.0,2102000,East,2.824774028540704
1285,Luhansk Oblast,2014,Rye,111036.0,34555.0,2102000,East,3.2133121111271885
1286,Luhansk Oblast,2014,Soybean,54649.0,26263.0,2102000,East,2.080836157331607
1287,Luhansk Oblast,2014,Potatoes,515467.0,41252.0,2102000,East,12.495563851449626
1288,Luhansk Oblast,2015,Wheat,142943.0,47306.0,2102000,East,3.0216674417621445
1289,Luhansk Oblast,2015,Barley,66246.0,,2102000,East,3.356437148502812
1290,Luhansk Oblast,2015,Corn,242001.0,40978.0,2102000,East,5.90563229049734
1291,Luhansk Oblast,2015,Sunflower,137103.0,49442.0,2102000,East,2.773006755390154
1292,Luhansk Oblast,2015,Rye,117973.0,57261.0,2102000,East,2.060267896124762
1293,Luhansk Oblast,2015,Soybean,106777.0,42720.0,2102000,East,2.4994616104868914
1294,Luhansk Oblast,2015,Potatoes,576385.0,27419.0,2102000,East,21.02137204128524
1295,Luhansk Oblast,2016,Wheat,131571.0,30172.0,2102000,East,4.3606986610102085
1296,Luhansk Oblast,2016,barley,166957.0,50587.0,2102000,East,3.3003933816988553
1297,luhansk reg.,2016,Corn,309106.0,40255.0,2102000,East,7.678698298348031
1298,Luhansk Oblast,2016,Sunflower,51930.0,24336.0,2102000,East,2.1338757396449703
1299,Luhansk Oblast,2016,Rye,110316.0,38122.0,2102000,East,2.8937621321021982
1300,Luhansk Oblast,2016,Soybean,117920.0,42612.0,2102000,East,2.7672955974842766
1301,Luhansk Oblast,2016,Potatoes,599007.0,31116.0,2102000,East,19.250771307365984
1302,Luhansk Oblast,2017,Wheat,228297.0,48412.0,2102000,East,4.715710980748574
1303,Luhansk Oblast,2017,Barley,84890.0,35029.0,2102000,East,2.423420594364669
1304,Luhansk Oblast,2017,Corn,290166.0,57140.0,2102000,East,5.078158907945397
1305,Luhansk Oblast,2017,sunflower,51806.0,29898.0,2102000,East,1.7327580440163222
1306,Luhansk Oblast,2017,Rye,112580.0,45343.0,2102000,East,2.4828529210683015
1307,Luhansk Oblast,2017,Soybean,108831.0,52995.0,2102000,East,2.0536088310217946
1308,Luhansk Oblast,2017,Potatoes,685883.0,35891.0,2102000,East,19.110166894207463
1309,Luhansk Oblast,2018,Wheat,63317.0,,2102000,East,3.074386987132799
1310,Luhansk Oblast,2018,Barley,86375.0,26342.0,2102000,East,
1311,Luhansk Oblast,2018,Corn,286304.0,50948.0,2102000,East,5.6195336421449325
1312,Luhansk Oblast,2018,Sunflower,103313.0,,2102000,East,2.1275329489291597
1313,Luhansk Oblast,2018,rye,99684.0,33100.0,2102000,East,3.0116012084592145
1314,Luhansk Oblast,2018,Soybean,97700.0,37838.0,2102000,East,2.582060362598446
1315,Luhansk Oblast,2018,Potatoes,1081408.0,59990.0,2102000,East,18.026471078513087
1316,Luhansk Oblast,2019,Wheat,122747.0,35917.0,2102000,East,3.4175181668847623
1317,Luhansk Oblast,2019,Barley,131036.0,37392.0,2102000,East,3.504385964912281
1318,Luhansk Oblast,2019,corn,3384140.3365110583,48715.0,2102000,East,7.385630709227137
1319,Luhansk Oblast,2019,Sunflower,90516.0,42506.0,2102000,East,2.1294876017503412
1320,Luhansk Oblast,2019,Rye,160176.0,49496.0,2102000,East,3.236140294165185
1321,Luhansk Oblast,2019,Soybean,89451.0,40361.0,2102000,East,2.216273134957013
1322,Luhansk Oblast,2019,Potatoes,668767.0,38108.0,2102000,East,17.549254749658864
1323,Luhansk Oblast,2020,Wheat,125820.0,30539.0,2102000,East,4.119977733390091
1324,Luhansk Oblast,2020,Barley,122083.0,35453.0,2102000,East,3.4435167686796606
1325,Luhansk Oblast,2020,Corn,303293.0,37724.0,2102000,East,8.039788993744036
1326,Luhansk Oblast,2020,Sunflower,94056.0,51529.0,2102000,East,
1327,Luhansk Oblast,2020,Rye,79552.0,32426.0,2102000,East,2.4533399124159625
1328,Luhansk Oblast,2020,Soybean,116075.0,46492.0,2102000,East,2.4966660930912847
1329,Luhansk Oblast,2020,Potatoes,605291.0,36497.0,2102000,East,16.58467819272817
1330,Luhansk Oblast,2021,Wheat,149242.0,39050.0,2102000,East,3.821818181818182
1331,Luhansk Oblast,2021,Barley,123401.0,36163.0,2102000,East,3.412355169648536
1332,luhansk reg.,2021,Corn,149455.0,28497.0,2102000,East,5.244587149524511
1333,Luhansk Oblast,2021,Sunflower,85807.0,42730.0,2102000,East,2.0081207582494733
1334,Luhansk Oblast,2021,Rye,105415.0,37385.0,2102000,East,2.8197137889527886
1335,Luhansk Oblast,2021,Soybean,39056.0,22024.0,2102000,East,1.7733381765346894
1336,Luhansk Oblast,2021,Potatoes,769441.0,43904.0,2102000,East,17.52553298104956
1337,Luhansk Oblast,2022,Wheat,105858.0,26336.0,2102000,East,
1338,Luhansk Oblast,2022,Barley,109344.0,33788.0,2102000,East,3.23617852492009
1339,Luhansk Oblast,2022,Corn,180379.0,19781.0,2102000,East,9.118800869521257
1340,luhansk reg.,2022,Sunflower,77408.0,30559.0,2102000,East,
1341,Luhansk Oblast,2022,Rye,92825.0,24996.0,2102000,East,3.713594175068011
1342,luhansk reg.,2022,Soybean,84003.0,42300.0,2102000,East,1.9858865248226951
1343,luhansk reg.,2022,Potatoes,609719.0,46962.0,2102000,East,
1344,luhansk reg.,2023,Wheat,163348.0,41859.0,2102000,East,
1345,Luhansk Oblast,2023,Barley,61151.0,20018.0,2102000,East,
1346,Luhansk Oblast,2023,Corn,194114.0,26657.0,2102000,East,7.281914694076603
1347,Luhansk Oblast,2023,Sunflower,88036.0,40298.0,2102000,East,2.184624547123927
1348,Luhansk Oblast,2023,Rye,71163.0,26267.0,2102000,East,
1349,Luhansk Oblast,2023,Soybean,40586.0,24521.0,2102000,East,1.655152726234656
1350,Luhansk Oblast,2023,Potatoes,517841.0,27273.0,2102000,East,18.98731346019873
1351,Luhansk Oblast,2024,Wheat,139528.0,38364.0,2102000,East,3.6369513085184026
1352,Luhansk Oblast,2024,Barley,66635.0,31452.0,2102000,East,2.118625206664123
1353,Luhansk Oblast,2024,Corn,340636.0,52069.0,2102000,East,6.542011561581747
1354,Luhansk Oblast,2024,sunflower,91501.0,39938.0,2102000,East,2.291076168060494
1355,Luhansk Oblast,2024,Rye,86554.0,43556.0,2102000,East,1.9871889062356507
1356,Luhansk Oblast,2024,Soybean,76226.0,24978.0,2102000,East,3.0517255184562413
1357,Luhansk Oblast,2024,Potatoes,404536.0,24594.0,2102000,East,16.448564690574937
1358,Luhansk Oblast,2025,Wheat,155870.0,43274.0,2102000,East,3.601931875953228
1359,Luhansk Oblast,2025,Barley,72528.0,25664.0,2102000,East,2.826059850374065
1360,luhansk reg.,2025,Corn,141292.0,19604.0,2102000,East,7.207304631707815
1361,Luhansk Oblast,2025,Sunflower,110369.0,50641.0,2102000,East,2.179439584526372
1362,Luhansk Oblast,2025,Rye,42978.0,15589.0,2102000,East,2.756943998973635
1363,Luhansk Oblast,2025,Soybean,48983.0,26184.0,2102000,East,1.8707225786739994
1364,Luhansk Oblast,2025,potatoes,643552.0,39365.0,2102000,East,16.348329734535756
1365,Lviv Oblast,2011,Wheat,81696.0,19197.0,2478000,West,4.25566494764807
1366,Lviv Oblast,2011,Barley,107923.0,,2478000,West,4.081962252732706
1367,Lviv Oblast,2011,Corn,190025.0,,2478000,West,6.830517613227894
1368,Lviv Oblast,2011,Sunflower,25182.0,11606.0,2478000,West,2.169739789763915
1369,Lviv Oblast,2011,Rye,82383.0,34989.0,2478000,West,2.3545399982851754
1370,Lviv Oblast,2011,soybean,27948.0,17469.0,2478000,West,1.5998626137729692
1371,Lviv Oblast,2011,Potatoes,805093.0,52293.0,2478000,West,15.395808234371714
1372,Lviv Oblast,2012,wheat,73245.0,30202.0,2478000,West,2.425170518508708
1373,Lviv Oblast,2012,Barley,130749.0,32044.0,2478000,West,4.080295843215579
1374,Lviv Oblast,2012,Corn,141863.0,21344.0,2478000,West,6.646504872563718
1375,Lviv Oblast,2012,Sunflower,21230.0,9385.0,2478000,West,2.2621204049014385
1376,Lviv Oblast,2012,Rye,104604.0,38203.0,2478000,West,2.7381095725466587
1377,Lviv Oblast,2012,Soybean,70708.0,30309.0,2478000,West,2.3329044178296874
1378,Lviv Oblast,2012,Potatoes,935259.0,49727.0,2478000,West,
1379,Lviv Oblast,2013,Wheat,129753.0,36575.0,2478000,West,3.5475871496924127
1380,Lviv Oblast,2013,Barley,64155.0,17858.0,2478000,West,3.5925075596371374
1381,Lviv Oblast,2013,Corn,247777.0,31796.0,2478000,West,7.792709774814442
1382,Lviv Oblast,2013,Sunflower,21277.0,,2478000,West,2.0886423873564346
1383,Lviv Oblast,2013,Rye,90242.0,26081.0,2478000,West,3.4600667152333116
1384,lviv reg.,2013,Soybean,94017.0,36302.0,2478000,West,2.589857308137293
1385,Lviv Oblast,2013,Potatoes,750600.0,44183.0,2478000,West,16.988434465744742
1386,Lviv Oblast,2014,Wheat,99652.0,34332.0,2478000,West,2.9025981591518115
1387,lviv reg.,2014,Barley,86836.0,20960.0,2478000,West,4.14293893129771
1388,Lviv Oblast,2014,Corn,118209.0,27173.0,2478000,West,4.350237367975564
1389,Lviv Oblast,2014,Sunflower,26466.0,10100.0,2478000,West,2.6203960396039605
1390,Lviv Oblast,2014,rye,107293.0,39383.0,2478000,West,2.7243480689637662
1391,Lviv Oblast,2014,Soybean,34985.0,20480.0,2478000,West,1.708251953125
1392,Lviv Oblast,2014,Potatoes,605395.0,38728.0,2478000,West,15.631971700061971
1393,Lviv Oblast,2015,Wheat,70148.0,17698.0,2478000,West,3.963611707537575
1394,Lviv Oblast,2015,Barley,129481.0,30167.0,2478000,West,4.292140418337919
1395,Lviv Oblast,2015,Corn,344125.0,34000.0,2478000,West,10.121323529411764
1396,Lviv Oblast,2015,Sunflower,13116.0,7674.0,2478000,West,1.709147771696638
1397,Lviv Oblast,2015,Rye,130058.0,47605.0,2478000,West,2.732023947064384
1398,Lviv Oblast,2015,Soybean,73605.0,29191.0,2478000,West,2.521496351615224
1399,Lviv Oblast,2015,Potatoes,530670.0,40851.0,2478000,West,12.990379672468238
1400,Lviv Oblast,2016,Wheat,114201.0,27582.0,2478000,West,4.140417663693714
1401,Lviv Oblast,2016,Barley,89638.0,27675.0,2478000,West,3.238952122854562
1402,Lviv Oblast,2016,Corn,72979.0,11664.0,2478000,West,6.256772976680384
1403,Lviv Oblast,2016,Sunflower,38137.0,15508.0,2478000,West,2.459182357492907
1404,Lviv Oblast,2016,Rye,,35018.0,2478000,West,1.8459934890627676
1405,Lviv Oblast,2016,Soybean,79239.0,,2478000,West,2.122321619884294
1406,Lviv Oblast,2016,potatoes,12896982.327663898,68110.0,2478000,West,20.13163999412715
1407,lviv reg.,2017,wheat,,22515.0,2478000,West,4.874927825893849
1408,Lviv Oblast,2017,Barley,106149.0,38819.0,2478000,West,2.7344599294160075
1409,Lviv Oblast,2017,Corn,188543.0,,2478000,West,8.437438467734717
1410,Lviv Oblast,2017,Sunflower,25389.0,12661.0,2478000,West,2.005291841086802
1411,Lviv Oblast,2017,Rye,87799.0,37607.0,2478000,West,2.3346451458505064
1412,Lviv Oblast,2017,soybean,,17800.0,2478000,West,2.3540449438202247
1413,Lviv Oblast,2017,Potatoes,412225.0,40277.0,2478000,West,10.23474936067731
1414,Lviv Oblast,2018,Wheat,167819.0,40154.0,2478000,West,4.179384370174827
1415,Lviv Oblast,2018,Barley,61867.0,19261.0,2478000,West,3.2120346814807124
1416,Lviv Oblast,2018,Corn,257290.0,35766.0,2478000,West,7.19370351730694
1417,Lviv Oblast,2018,Sunflower,26050.0,12949.0,2478000,West,2.011738358174376
1418,Lviv Oblast,2018,Rye,193627.0,60881.0,2478000,West,3.1804175358486226
1419,Lviv Oblast,2018,Soybean,41385.0,14613.0,2478000,West,2.832067337302402
1420,Lviv Oblast,2018,Potatoes,765531.0,48815.0,2478000,West,15.682290279627164
1421,Lviv Oblast,2019,Wheat,81839.0,15725.0,2478000,West,5.204387917329094
1422,Lviv Oblast,2019,Barley,103309.0,26847.0,2478000,West,3.8480649607032444
1423,Lviv Oblast,2019,corn,193659.0,30820.0,2478000,West,6.283549643088904
1424,Lviv Oblast,2019,Sunflower,17447.0,9756.0,2478000,West,1.7883353833538336
1425,Lviv Oblast,2019,Rye,186372.0,50113.0,2478000,West,3.7190349809430687
1426,Lviv Oblast,2019,Soybean,45471.0,21712.0,2478000,West,2.094279661016949
1427,Lviv Oblast,2019,Potatoes,,63283.0,2478000,West,12.369830760235766
1428,lviv reg.,2020,Wheat,113813.0,23749.0,2478000,West,4.79232809802518
1429,Lviv Oblast,2020,Barley,782416.2631981786,29625.0,2478000,West,2.8078987341772152
1430,Lviv Oblast,2020,Corn,127932.0,21777.0,2478000,West,
1431,Lviv Oblast,2020,Sunflower,43816.0,18356.0,2478000,West,2.387012421006755
1432,Lviv Oblast,2020,Rye,69121.0,39614.0,2478000,West,1.7448629272479426
1433,Lviv Oblast,2020,Soybean,57084.0,28120.0,2478000,West,2.030014224751067
1434,Lviv Oblast,2020,Potatoes,667239.0,57466.0,2478000,West,
1435,Lviv Oblast,2021,Wheat,,24319.0,2478000,West,6.0013158435790945
1436,Lviv Oblast,2021,Barley,52978.0,,2478000,West,2.050708368816289
1437,lviv reg.,2021,Corn,147841.0,20363.0,2478000,West,7.2602759907675685
1438,Lviv Oblast,2021,Sunflower,30783.0,15468.0,2478000,West,1.9901086113266098
1439,Lviv Oblast,2021,Rye,87423.0,44857.0,2478000,West,1.9489265889381813
1440,Lviv Oblast,2021,Soybean,29477.0,12210.0,2478000,West,2.414168714168714
1441,Lviv Oblast,2021,Potatoes,730810.0,44666.0,2478000,West,16.361662114359916
1442,Lviv Oblast,2022,Wheat,158314.0,36916.0,2478000,West,4.28849279445227
1443,Lviv Oblast,2022,Barley,140468.0,39835.0,2478000,West,3.526245763775574
1444,Lviv Oblast,2022,Corn,36325.0,6539.0,2478000,West,5.555130753937911
1445,Lviv Oblast,2022,Sunflower,17153.0,8343.0,2478000,West,2.055975068920053
1446,Lviv Oblast,2022,Rye,79508.0,27423.0,2478000,West,2.8993180906538307
1447,Lviv Oblast,2022,Soybean,73738.0,32148.0,2478000,West,2.2937041184521587
1448,Lviv Oblast,2022,Potatoes,700951.0,39522.0,2478000,West,17.73571681595061
1449,Lviv Oblast,2023,Wheat,205070.0,37455.0,2478000,West,5.475103457482312
1450,Lviv Oblast,2023,Barley,66281.0,21319.0,2478000,West,3.109010741592007
1451,Lviv Oblast,2023,Corn,186101.0,30965.0,2478000,West,6.010043597610205
1452,Lviv Oblast,2023,sunflower,38261.0,,2478000,West,2.620795944927735
1453,Lviv Oblast,2023,Rye,133111.0,34358.0,2478000,West,3.874235985796612
1454,lviv reg.,2023,Soybean,,20206.0,2478000,West,2.8783034742155795
1455,Lviv Oblast,2023,Potatoes,1086902.0,60691.0,2478000,West,17.90878383944901
1456,lviv reg.,2024,Wheat,65469.0,15442.0,2478000,West,4.239671027069033
1457,Lviv Oblast,2024,Barley,117616.0,29501.0,2478000,West,3.9868479034608995
1458,Lviv Oblast,2024,Corn,196703.0,27744.0,2478000,West,7.089929354094579
1459,Lviv Oblast,2024,Sunflower,26855.0,12887.0,2478000,West,2.083882982850935
1460,Lviv Oblast,2024,Rye,96124.0,33110.0,2478000,West,2.9031712473572937
1461,Lviv Oblast,2024,Soybean,81001.0,26018.0,2478000,West,3.11326773772004
1462,lviv reg.,2024,Potatoes,1165664.0,61879.0,2478000,West,18.83779634447874
1463,Lviv Oblast,2025,Wheat,80850.0,23878.0,2478000,West,3.3859619733646036
1464,Lviv Oblast,2025,Barley,106920.0,,2478000,West,3.478317446891571
1465,Lviv Oblast,2025,Corn,126552.0,22454.0,2478000,West,5.636055936581456
1466,Lviv Oblast,2025,Sunflower,15308.0,6828.0,2478000,West,2.2419449326303456
1467,Lviv Oblast,2025,rye,117541.0,43907.0,2478000,West,2.677044662582276
1468,Lviv Oblast,2025,Soybean,53802.0,,2478000,West,2.247180686659427
1469,Lviv Oblast,2025,Potatoes,1030783.0,45988.0,2478000,West,22.41417326259024
1470,Mykolaiv Oblast,2011,Wheat,355910.0,93157.0,1091000,South,3.820539519306118
1471,Mykolaiv Oblast,2011,Barley,140915.0,50608.0,1091000,South,2.7844411950679735
1472,Mykolaiv Oblast,2011,Corn,328294.0,55465.0,1091000,South,5.918939871991346
1473,Mykolaiv Oblast,2011,Sunflower,183909.0,74549.0,1091000,South,2.4669546204509785
1474,Mykolaiv Oblast,2011,Rye,125116.0,42984.0,1091000,South,2.9107574911595013
1475,Mykolaiv Oblast,2011,Soybean,175986.0,63188.0,1091000,South,2.785117427359625
1476,Mykolaiv Oblast,2011,Potatoes,270705.0,16679.0,1091000,South,16.230289585706576
1477,Mykolaiv Oblast,2012,Wheat,212193.0,60625.0,1091000,South,3.5000907216494843
1478,Mykolaiv Oblast,2012,Barley,268419.0,70052.0,1091000,South,3.8317107291726145
1479,Mykolaiv Oblast,2012,Corn,355340.0,61688.0,1091000,South,5.760277525612761
1480,Mykolaiv Oblast,2012,Sunflower,185678.0,77601.0,1091000,South,2.3927268978492546
1481,Mykolaiv Oblast,2012,rye,91430.0,40585.0,1091000,South,2.2528027596402613
1482,Mykolaiv Oblast,2012,Soybean,108100.0,66126.0,1091000,South,1.634757886459184
1483,mykolaiv reg.,2012,potatoes,1916470.2451843922,10062.0,1091000,South,20.249751540449214
1484,Mykolaiv Oblast,2013,Wheat,141917.0,57041.0,1091000,South,2.4879823285005522
1485,Mykolaiv Oblast,2013,Barley,67400.0,29419.0,1091000,South,2.291036405044359
1486,Mykolaiv Oblast,2013,Corn,371255.0,54505.0,1091000,South,6.811393450142189
1487,Mykolaiv Oblast,2013,Sunflower,286884.0,106253.0,1091000,South,2.7000084703490725
1488,Mykolaiv Oblast,2013,Rye,135897.0,37457.0,1091000,South,3.6280801986277598
1489,Mykolaiv Oblast,2013,Soybean,102760.0,41956.0,1091000,South,2.4492325293164265
1490,Mykolaiv Oblast,2013,Potatoes,261649.0,13761.0,1091000,South,19.013807136109293
1491,Mykolaiv Oblast,2014,Wheat,296592.0,67611.0,1091000,South,4.386741802369437
1492,Mykolaiv Oblast,2014,Barley,169328.0,48560.0,1091000,South,3.486985172981878
1493,Mykolaiv Oblast,2014,corn,103508.0,,1091000,South,5.727534307215582
1494,Mykolaiv Oblast,2014,Sunflower,157963.0,65889.0,1091000,South,2.3974107969463794
1495,mykolaiv reg.,2014,Rye,99460.0,35742.0,1091000,South,2.782720608807565
1496,Mykolaiv Oblast,2014,Soybean,121079.0,52840.0,1091000,South,2.2914269492808477
1497,Mykolaiv Oblast,2014,Potatoes,,12859.0,1091000,South,21.787464032973016
1498,Mykolaiv Oblast,2015,Wheat,252431.0,57582.0,1091000,South,4.383852592824146
1499,Mykolaiv Oblast,2015,Barley,173997.0,53683.0,1091000,South,3.2411936739750016
1500,Mykolaiv Oblast,2015,Corn,231711.0,37797.0,1091000,South,6.130407175172633
1501,Mykolaiv Oblast,2015,Sunflower,180109.0,,1091000,South,2.903298084982913
1502,Mykolaiv Oblast,2015,Rye,94491.0,40784.0,1091000,South,2.3168644566496663
1503,Mykolaiv Oblast,2015,Soybean,70958.0,29948.0,1091000,South,2.369373580873514
1504,mykolaiv reg.,2015,Potatoes,356704.0,21018.0,1091000,South,16.971357883718717
1505,Mykolaiv Oblast,2016,Wheat,200474.0,41889.0,1091000,South,4.78583876435341
1506,Mykolaiv Oblast,2016,Barley,131697.0,37460.0,1091000,South,3.5156700480512546
1507,Mykolaiv Oblast,2016,Corn,,25373.0,1091000,South,9.40156859653963
1508,Mykolaiv Oblast,2016,Sunflower,181383.0,,1091000,South,2.4054186669495796
1509,Mykolaiv Oblast,2016,Rye,94721.0,,1091000,South,4.118841588033222
1510,Mykolaiv Oblast,2016,Soybean,98405.0,60850.0,1091000,South,1.6171733771569432
1511,Mykolaiv Oblast,2016,Potatoes,,12879.0,1091000,South,19.68312757201646
1512,Mykolaiv Oblast,2017,Wheat,201748.0,64501.0,1091000,South,3.1278274755430147
1513,Mykolaiv Oblast,2017,barley,96047.0,40749.0,1091000,South,2.3570394365505902
1514,Mykolaiv Oblast,2017,Corn,237339.0,42683.0,1091000,South,5.5605041819928305
1515,Mykolaiv Oblast,2017,Sunflower,125464.0,68532.0,1091000,South,1.8307360065370921
1516,Mykolaiv Oblast,2017,Rye,,32018.0,1091000,South,2.2369604597413955
1517,Mykolaiv Oblast,2017,Soybean,114807.0,43903.0,1091000,South,2.6150149192538095
1518,Mykolaiv Oblast,2017,Potatoes,244009.0,12402.0,1091000,South,19.674971778745363
1519,Mykolaiv Oblast,2018,Wheat,166690.0,62060.0,1091000,South,
1520,mykolaiv reg.,2018,Barley,113975.0,51394.0,1091000,South,2.217671323500798
1521,Mykolaiv Oblast,2018,Corn,211156.0,35211.0,1091000,South,5.99687597625742
1522,Mykolaiv Oblast,2018,Sunflower,212225.0,76577.0,1091000,South,2.771393499353592
1523,Mykolaiv Oblast,2018,Rye,105911.0,51932.0,1091000,South,2.039416929831318
1524,mykolaiv reg.,2018,Soybean,123926.0,51544.0,1091000,South,2.40427595840447
1525,Mykolaiv Oblast,2018,Potatoes,286888.0,,1091000,South,16.169992109119605
1526,Mykolaiv Oblast,2019,Wheat,115615.0,37827.0,1091000,South,3.0564147302191556
1527,Mykolaiv Oblast,2019,Barley,203863.0,48469.0,1091000,South,4.206049227341187
1528,Mykolaiv Oblast,2019,Corn,198350.0,25306.0,1091000,South,
1529,Mykolaiv Oblast,2019,Sunflower,120590.0,59950.0,1091000,South,2.011509591326105
1530,Mykolaiv Oblast,2019,Rye,189015.0,48489.0,1091000,South,
1531,Mykolaiv Oblast,2019,Soybean,,51177.0,1091000,South,2.635715262715673
1532,Mykolaiv Oblast,2019,Potatoes,234409.0,15919.0,1091000,South,14.725108361077957
1533,Mykolaiv Oblast,2020,Wheat,333539.0,88295.0,1091000,South,3.7775525227929103
1534,Mykolaiv Oblast,2020,Barley,,43069.0,1091000,South,2.1733265225568275
1535,Mykolaiv Oblast,2020,Corn,272357.0,44290.0,1091000,South,6.149401670806051
1536,Mykolaiv Oblast,2020,Sunflower,,94852.0,1091000,South,1.7692932146923628
1537,Mykolaiv Oblast,2020,Rye,44978.0,22514.0,1091000,South,1.9977791596340055
1538,Mykolaiv Oblast,2020,Soybean,80537.0,33106.0,1091000,South,2.4327010209629676
1539,Mykolaiv Oblast,2020,Potatoes,83924.0,7563.0,1091000,South,11.096654766627
1540,Mykolaiv Oblast,2021,Wheat,102128.0,26060.0,1091000,South,3.918956254796623
1541,Mykolaiv Oblast,2021,barley,57538.0,28403.0,1091000,South,2.0257719255008273
1542,Mykolaiv Oblast,2021,Corn,459829.0,57770.0,1091000,South,7.959650337545439
1543,Mykolaiv Oblast,2021,Sunflower,138105.0,67171.0,1091000,South,2.0560211996248383
1544,mykolaiv reg.,2021,Rye,1660094.9796766893,56883.0,1091000,South,3.102789937239597
1545,Mykolaiv Oblast,2021,soybean,117438.0,39113.0,1091000,South,3.002531127758034
1546,Mykolaiv Oblast,2021,Potatoes,231791.0,17274.0,1091000,South,13.418490216510362
1547,Mykolaiv Oblast,2022,Wheat,176235.0,51000.0,1091000,South,3.4555882352941176
1548,Mykolaiv Oblast,2022,Barley,98468.0,39695.0,1091000,South,2.4806146869882855
1549,Mykolaiv Oblast,2022,Corn,164176.0,35387.0,1091000,South,4.639443863565716
1550,Mykolaiv Oblast,2022,Sunflower,134700.0,51952.0,1091000,South,2.5927779488758853
1551,Mykolaiv Oblast,2022,Rye,70459.0,29937.0,1091000,South,
1552,mykolaiv reg.,2022,Soybean,134997.0,52088.0,1091000,South,2.591710182767624
1553,Mykolaiv Oblast,2022,Potatoes,252218.0,16968.0,1091000,South,14.864332861857614
1554,Mykolaiv Oblast,2023,Wheat,,,1091000,South,
1555,Mykolaiv Oblast,2023,Barley,,25061.0,1091000,South,2.7502892941223416
1556,Mykolaiv Oblast,2023,Corn,304071.0,37752.0,1091000,South,8.054434202161476
1557,Mykolaiv Oblast,2023,Sunflower,103547.0,65339.0,1091000,South,1.5847656070646934
1558,Mykolaiv Oblast,2023,Rye,119719.0,53851.0,1091000,South,2.223152773393252
1559,Mykolaiv Oblast,2023,Soybean,150486.0,47346.0,1091000,South,3.178431124065391
1560,Mykolaiv Oblast,2023,Potatoes,104180.0,6111.0,1091000,South,17.04794632629684
1561,mykolaiv reg.,2024,Wheat,333440.0,69988.0,1091000,South,4.7642452991941475
1562,Mykolaiv Oblast,2024,Barley,121107.0,36518.0,1091000,South,3.3163645325592856
1563,Mykolaiv Oblast,2024,Corn,132761.0,20823.0,1091000,South,6.375690342409835
1564,Mykolaiv Oblast,2024,Sunflower,75385.0,,1091000,South,2.3189676387350806
1565,Mykolaiv Oblast,2024,Rye,97980.0,,1091000,South,2.745999271320871
1566,Mykolaiv Oblast,2024,Soybean,131652.0,47736.0,1091000,South,2.757918552036199
