,Region,Year,CropType,Production_Tonnes,Area_Hectares,Yield_Tonnes_per_Hectare
713,Dnipropetrovsk Oblast,2021,Barley,14217.0,5842.0,2.4335843889079083
714,Dnipropetrovsk Oblast,2022,Corn,13439.0,5851.0,2.296872329516322
715,Dnipropetrovsk Oblast,2021,Potatoes,10307.0,5947.0,1.7331427610559946
716,Poltava Oblast,2019,Soybean,16171.0,5015.0,3.9470344154259216
717,Dnipropetrovsk Oblast,2021,Sunflower,6352.0,3467.0,1.8321315258148252
718,Zhytomyr Oblast,2020,Soybean,26308.0,2200.0,11.95818181818182
719,Odesa Oblast,2021,Sunflower,14622.0,6446.0,1.9280173751163512
720,Kyiv Oblast,2021,Wheat,23023.0,2994.0,7.6897127588510354
721,Zhytomyr Oblast,2020,Sunflower,19045.0,4641.0,2.83268902184886
722,Kyiv Oblast,2019,Barley,11428.0,4834.0,2.364087712039719
723,Cherkasy Oblast,2022,Wheat,14065.0,5813.0,2.83268902184886
724,Cherkasy Oblast,2020,Rye,23944.0,5857.0,4.088099709749018
725,Kharkiv Oblast,2020,Soybean,12265.0,3288.0,3.7302311435523112
726,Lviv Oblast,2022,Soybean,18365.0,5500.0,3.339090909090909
727,Kharkiv Oblast,2018,Soybean,14622.0,4025.0,4.127701863354037
728,Poltava Oblast,2021,Barley,19599.0,4666.0,4.200385769395628
729,Cherkasy Oblast,2020,Corn,14977.0,5015.0,3.554105363075463
730,Vinnytsia Oblast,2019,Barley,4340.0,4369.0,0.9933623254749372
731,Kharkiv Oblast,2018,Rye,7755.0,6335.0,1.224151539068666
732,Poltava Oblast,2021,Wheat,23264.0,3283.0,7.08620164483704
733,Cherkasy Oblast,2018,Barley,14720.0,2338.0,6.295979469632164
734,Zhytomyr Oblast,2020,Wheat,22299.0,6585.0,2.83268902184886
735,Kyiv Oblast,2018,Sunflower,8906.0,5085.0,1.7514257620452311
736,Poltava Oblast,2020,Soybean,25692.0,4555.0,5.640395170142701
737,Zhytomyr Oblast,2019,Wheat,11696.0,4187.0,2.793408168139479
738,Poltava Oblast,2020,Potatoes,11327.0,5227.0,2.167017409603979
739,Poltava Oblast,2020,Corn,18977.0,5194.0,3.6536388140161726
740,Kyiv Oblast,2022,Soybean,10491.0,4816.0,2.178363787375415
741,Kyiv Oblast,2018,Corn,21971.0,4295.0,5.115483119906869
742,Dnipropetrovsk Oblast,2021,Sunflower,12803.0,6846.0,1.8701431492842533
743,Poltava Oblast,2018,Corn,16422.0,7388.0,2.2227937195452085
744,Poltava Oblast,2018,Rye,12080.0,6076.0,1.9881500987491767
745,Zhytomyr Oblast,2022,Soybean,16098.0,3687.0,4.3661513425549225
746,Dnipropetrovsk Oblast,2019,Soybean,6584.0,5283.0,1.2462615937914063
747,Lviv Oblast,2020,Barley,18667.0,5530.0,3.3755877034358046
748,Dnipropetrovsk Oblast,2019,Potatoes,13669.0,5629.0,2.4283176407887725
749,Zhytomyr Oblast,2022,Barley,13943.0,4398.0,3.170304683947249
750,Dnipropetrovsk Oblast,2018,Potatoes,11614.0,4290.0,2.707226107226107
751,Kharkiv Oblast,2018,Wheat,20141.0,5259.0,2.83268902184886
752,Cherkasy Oblast,2020,Rye,13212.0,5917.0,2.2328882879837755
753,Cherkasy Oblast,2020,Wheat,0.0,2422.0,0.0
754,Dnipropetrovsk Oblast,2020,Soybean,18751.0,5511.0,3.4024677916893484
755,Poltava Oblast,2019,Barley,17330.0,5075.0,3.4147783251231525
756,Dnipropetrovsk Oblast,2018,Corn,17394.0,2537.0,6.856129286558928
757,Vinnytsia Oblast,2021,Wheat,13444.0,5654.0,2.3777856384860274
758,Zhytomyr Oblast,2020,Corn,10902.0,4072.0,2.677308447937132
759,Lviv Oblast,2019,Potatoes,10145.0,3596.0,2.82119021134594
760,Dnipropetrovsk Oblast,2022,Potatoes,11910.0,6574.0,1.8116823851536357
761,Lviv Oblast,2019,Sunflower,10017.0,4441.0,2.2555730691285745
762,Poltava Oblast,2021,Barley,10563.0,5702.0,1.8525078919677307
763,Vinnytsia Oblast,2019,Potatoes,6178.0,7876.0,0.7844083291010665
764,Dnipropetrovsk Oblast,2018,Sunflower,17976.0,3827.0,4.697151816043899
765,Cherkasy Oblast,2022,Soybean,17463.0,6940.0,2.5162824207492798
766,Lviv Oblast,2020,Corn,23116.0,4733.0,4.8840059159095714
767,Vinnytsia Oblast,2022,Wheat,21416.0,5015.0,3.3988255832407552
768,Kyiv Oblast,2020,Corn,13756.0,6381.0,2.155774956903307
769,Odesa Oblast,2020,Soybean,17702.0,4460.0,2.83268902184886
770,Vinnytsia Oblast,2022,Wheat,8486.0,5518.0,1.537876042044219
771,Vinnytsia Oblast,2020,Potatoes,9808.0,5118.0,1.916373583431028
772,Vinnytsia Oblast,2020,Rye,7184.0,2302.0,3.120764552562989
773,Dnipropetrovsk Oblast,2019,Sunflower,15013.0,7791.0,1.9269670132203824
774,Dnipropetrovsk Oblast,2022,Corn,17164.0,4887.0,3.5121751585839984
775,Kharkiv Oblast,2022,Potatoes,10961.0,5424.0,2.020833333333333
776,Lviv Oblast,2020,Rye,15482.0,5923.0,2.613878102313017
777,Lviv Oblast,2019,Wheat,11724.0,4958.0,2.36466317063332
778,Kharkiv Oblast,2020,Corn,19234.0,6018.0,3.196078431372549
779,Kyiv Oblast,2022,Barley,13682.0,2930.0,4.669624573378839
780,Kyiv Oblast,2022,Sunflower,13917.0,4184.0,3.326242829827916
781,Kyiv Oblast,2018,Wheat,15505.0,5731.0,2.70546152503926
782,Dnipropetrovsk Oblast,2019,Barley,18791.0,4858.0,3.868052696582956
783,Cherkasy Oblast,2019,Barley,11939.0,4049.0,2.9486292911830083
784,Vinnytsia Oblast,2021,Corn,14457.0,1638.0,8.826007326007327
785,Dnipropetrovsk Oblast,2022,Corn,16825.0,5964.0,2.8210932260228034
786,Lviv Oblast,2018,Soybean,9057.0,5113.0,1.7713671034617642
787,Zhytomyr Oblast,2020,Sunflower,13317.0,4935.0,2.6984802431610944
788,Cherkasy Oblast,2022,Barley,13501.0,5002.0,2.699120351859256
789,Kharkiv Oblast,2019,Wheat,27778.02,5015.0,12.134189031505253
790,Poltava Oblast,2019,Barley,12830.0,4786.0,2.680735478478897
791,Lviv Oblast,2019,Soybean,9559.0,5342.0,2.83268902184886
792,Poltava Oblast,2021,Sunflower,14858.0,6788.0,2.188862698880377
793,Vinnytsia Oblast,2018,Soybean,15487.0,2416.0,6.410182119205298
794,Lviv Oblast,2019,Rye,17135.0,3287.0,5.212960146029815
795,Vinnytsia Oblast,2020,Rye,15954.0,5684.0,2.806826178747361
796,Kyiv Oblast,2019,Soybean,10592.0,5865.0,1.8059676044330777
797,Lviv Oblast,2019,Wheat,8064.0,2846.0,2.833450456781448
798,Poltava Oblast,2019,Soybean,7116.0,4077.0,1.7454010301692422
799,Zhytomyr Oblast,2018,Potatoes,8439.0,5537.0,2.83268902184886
800,Dnipropetrovsk Oblast,2020,Soybean,22420.0,7313.0,3.065773280459456
801,Dnipropetrovsk Oblast,2021,Wheat,13498.0,517.0,26.108317214700197
802,Kyiv Oblast,2020,Wheat,18351.0,3779.0,2.83268902184886
803,Odesa Oblast,2021,Rye,10915.0,5860.0,1.8626279863481228
804,Dnipropetrovsk Oblast,2021,Wheat,14622.0,5125.0,3.7596097560975608
805,Odesa Oblast,2019,Wheat,10565.0,4954.0,2.1326201049656843
806,Vinnytsia Oblast,2022,Wheat,11515.0,5015.0,3.1994998610725203
807,Odesa Oblast,2019,Corn,12955.0,8382.0,1.545573848723455
808,Zhytomyr Oblast,2022,Sunflower,9992.0,6398.0,1.5617380431384809
809,Zhytomyr Oblast,2021,Soybean,14566.0,4492.0,3.242653606411398
810,Cherkasy Oblast,2019,Rye,22174.0,3149.0,2.83268902184886
811,Kyiv Oblast,2022,Barley,7125.0,5120.0,1.3916015625
812,Kyiv Oblast,2020,Wheat,20331.0,5900.0,3.4459322033898303
813,Cherkasy Oblast,2022,Rye,16948.0,5172.0,3.2768754833720037
814,Cherkasy Oblast,2019,Barley,14764.0,5204.0,2.8370484242890086
815,Dnipropetrovsk Oblast,2021,Potatoes,13373.0,2773.0,4.822574828705373
816,Poltava Oblast,2018,Sunflower,11215.0,7088.0,1.5822516930022574
817,Odesa Oblast,2018,Rye,19502.0,3575.0,5.455104895104896
818,Cherkasy Oblast,2022,Wheat,21382.0,5148.0,4.153457653457654
819,Vinnytsia Oblast,2022,Barley,18700.0,4186.0,4.467271858576207
820,Odesa Oblast,2018,Rye,16362.0,4658.0,3.5126663804207814
821,Zhytomyr Oblast,2020,Corn,10265.0,7251.0,1.4156668045786789
822,Poltava Oblast,2018,Barley,14309.0,5015.0,1.8864864864864863
823,Poltava Oblast,2020,Barley,14622.0,3074.0,2.7781392322706573
824,Kharkiv Oblast,2019,Rye,26757.0,3924.0,6.818807339449541
825,Kyiv Oblast,2019,Rye,9239.0,5853.0,1.5785067486758928
826,Poltava Oblast,2018,Wheat,17386.0,2912.0,5.970467032967033
827,Vinnytsia Oblast,2019,Rye,22683.0,4491.0,2.83268902184886
828,Kyiv Oblast,2021,Corn,9753.0,5246.0,1.859130766298132
829,Vinnytsia Oblast,2022,Rye,15403.0,3549.0,4.340095801634263
830,Dnipropetrovsk Oblast,2019,Rye,18742.0,4241.0,4.419240745107286
831,Zhytomyr Oblast,2020,Barley,5813.0,3712.0,1.5660021551724137
832,Lviv Oblast,2021,Barley,14622.0,4192.0,1.8125
833,Vinnytsia Oblast,2019,Sunflower,8431.0,5703.0,1.4783447308434157
834,Lviv Oblast,2020,Potatoes,8765.0,4432.0,2.83268902184886
835,Vinnytsia Oblast,2019,Rye,16746.0,5744.0,2.915389972144846
836,Zhytomyr Oblast,2018,Soybean,12268.0,5729.0,2.14138593122709
837,Lviv Oblast,2019,Rye,27778.02,7772.0,3.587107565620175
838,Kyiv Oblast,2020,Wheat,12321.0,4645.0,2.652529601722282
839,Kharkiv Oblast,2018,Corn,15913.0,6868.0,2.3169772859638904
840,Kyiv Oblast,2020,Corn,22058.0,4386.0,5.029183766529868
841,Cherkasy Oblast,2018,Barley,19503.0,2272.0,8.58406690140845
842,Vinnytsia Oblast,2020,Potatoes,14622.0,3024.0,4.639219576719577
843,Dnipropetrovsk Oblast,2019,Sunflower,16829.0,5015.0,3.382033762057878
844,Lviv Oblast,2019,Wheat,11432.0,3834.0,2.981742305685968
845,Dnipropetrovsk Oblast,2019,Corn,15157.0,7606.0,1.9927688666841967
846,Vinnytsia Oblast,2018,Barley,22800.0,5666.0,4.024002823861631
847,Poltava Oblast,2018,Sunflower,4589.0,5076.0,0.9040583136327816
848,Cherkasy Oblast,2019,Soybean,13661.0,7324.0,1.865237575095576
849,Cherkasy Oblast,2022,Rye,14622.0,5991.0,2.843765648472709
850,Cherkasy Oblast,2018,Barley,7685.0,6294.0,1.2210041309183348
851,Kharkiv Oblast,2019,Soybean,14453.0,4713.0,3.066624230850838
852,Cherkasy Oblast,2022,Rye,9300.0,4818.0,1.9302615193026151
853,Kyiv Oblast,2022,Rye,19278.0,3854.0,2.83268902184886
854,Kyiv Oblast,2019,Barley,10838.0,4211.0,2.57373545476134
855,Lviv Oblast,2022,Sunflower,7347.0,5249.0,1.3996951800342925
856,Dnipropetrovsk Oblast,2020,Potatoes,19562.0,3339.0,5.8586403114705
857,Cherkasy Oblast,2020,Potatoes,5419.0,4319.0,1.2546885853206762
858,Lviv Oblast,2021,Soybean,19786.0,6848.0,2.889310747663552
859,Odesa Oblast,2019,Wheat,13782.0,6141.0,2.244259892525647
860,Cherkasy Oblast,2022,Soybean,14622.0,4790.0,2.5194154488517744
861,Vinnytsia Oblast,2018,Wheat,11174.0,1999.0,5.589794897448725
862,Kyiv Oblast,2019,Soybean,11006.0,6823.0,1.6130734281108017
863,Zhytomyr Oblast,2018,Soybean,9528.0,6211.0,1.5340524875221382
864,Zhytomyr Oblast,2021,Potatoes,18543.0,3620.0,5.122375690607735
865,Zhytomyr Oblast,2018,Rye,14622.0,6887.0,1.8110933643095688
866,Zhytomyr Oblast,2019,Rye,13706.0,6937.0,1.975782038345106
867,Vinnytsia Oblast,2022,Rye,22021.0,7606.0,2.89521430449645
868,Zhytomyr Oblast,2022,Corn,25385.0,4649.0,5.460314046031405
869,Kharkiv Oblast,2019,Soybean,18116.0,1928.0,9.396265560165975
870,Odesa Oblast,2021,Soybean,17441.0,6647.0,2.623890476906875
871,Dnipropetrovsk Oblast,2020,Barley,14622.0,5242.0,0.2495230827928271
872,Vinnytsia Oblast,2018,Potatoes,24217.0,5589.0,4.33297548756486
873,Kharkiv Oblast,2020,Wheat,10442.0,4110.0,2.5406326034063262
874,Odesa Oblast,2019,Potatoes,13202.0,4390.0,3.0072892938496585
875,Poltava Oblast,2021,Rye,10910.0,4229.0,2.579806100733034
876,Kharkiv Oblast,2019,Wheat,18529.0,6179.0,2.9987052921184656
877,Dnipropetrovsk Oblast,2022,Barley,13506.0,4361.0,3.096996101811511
878,Kharkiv Oblast,2020,Potatoes,12224.0,5015.0,5.35905304690925
879,Zhytomyr Oblast,2022,Soybean,18166.0,8092.0,2.2449332674246167
880,Kyiv Oblast,2022,Corn,24448.0,7061.0,3.462399093612803
881,Kyiv Oblast,2021,Corn,18044.0,2388.0,7.556113902847571
882,Lviv Oblast,2018,Rye,9663.0,5268.0,1.8342824601366745
883,Lviv Oblast,2020,Soybean,23756.0,5650.0,4.204601769911505
884,Dnipropetrovsk Oblast,2018,Barley,16525.0,4992.0,2.83268902184886
885,Kharkiv Oblast,2019,Potatoes,14622.0,8073.0,2.6806639415335067
886,Odesa Oblast,2021,Corn,18321.0,5250.0,3.4897142857142858
887,Kharkiv Oblast,2021,Soybean,18641.0,5982.0,3.116181878970244
888,Kharkiv Oblast,2020,Sunflower,19281.0,3335.0,5.781409295352324
889,Cherkasy Oblast,2018,Soybean,12155.0,5503.0,2.2087952026167543
890,Zhytomyr Oblast,2018,Soybean,14622.0,3395.0,3.223858615611193
891,Dnipropetrovsk Oblast,2019,Soybean,17444.0,6596.0,2.644633110976349
892,Dnipropetrovsk Oblast,2021,Sunflower,7218.0,4135.0,2.83268902184886
893,Dnipropetrovsk Oblast,2020,Sunflower,9563.0,4663.0,2.0508256487239973
894,Kyiv Oblast,2019,Sunflower,13349.0,6261.0,2.1320875259543204
895,Dnipropetrovsk Oblast,2019,Soybean,13843.0,7840.0,1.765688775510204
896,Odesa Oblast,2021,Sunflower,19941.0,5015.0,3.4180665066849505
897,Poltava Oblast,2022,Barley,11346.0,4204.0,2.698858230256898
898,Zhytomyr Oblast,2018,Soybean,18213.0,4554.0,3.999341238471673
899,Odesa Oblast,2018,Corn,12973.0,3584.0,3.6196986607142856
900,Poltava Oblast,2020,Rye,19403.0,2041.0,9.506614404703576
901,Cherkasy Oblast,2020,Wheat,16038.0,7775.0,2.0627652733118973
902,Cherkasy Oblast,2018,Rye,10832.0,7046.0,1.5373261424921942
903,Kyiv Oblast,2022,Soybean,15055.0,4655.0,3.234156820622986
904,Vinnytsia Oblast,2021,Wheat,13016.0,4360.0,2.985321100917431
905,Lviv Oblast,2020,Barley,12916.0,6465.0,1.9978344934261407
906,Cherkasy Oblast,2020,Soybean,12849.0,3763.0,3.414562848790858
907,Cherkasy Oblast,2018,Rye,20880.0,5112.0,4.084507042253521
908,Kyiv Oblast,2018,Corn,12620.0,5015.0,2.2093837535014007
909,Zhytomyr Oblast,2018,Potatoes,11798.0,4625.0,2.83268902184886
910,Odesa Oblast,2022,Potatoes,16167.0,6640.0,2.434789156626506
911,Kyiv Oblast,2019,Sunflower,18205.0,5869.0,3.101891293235645
912,Vinnytsia Oblast,2018,Corn,11837.0,4992.0,2.37119391025641
913,Dnipropetrovsk Oblast,2022,Corn,14622.0,3367.0,1.2708642708642708
914,Poltava Oblast,2021,Soybean,7753.0,3526.0,2.1988088485536017
915,Odesa Oblast,2019,Potatoes,21371.0,4481.0,4.769247935728632
916,Poltava Oblast,2021,Barley,15625.0,2221.0,7.035119315623593
917,Vinnytsia Oblast,2020,Wheat,20883.0,6564.0,3.1814442413162705
918,Zhytomyr Oblast,2021,Rye,14622.0,3234.0,5.708101422387137
919,Dnipropetrovsk Oblast,2018,Wheat,13441.0,5160.0,2.60484496124031
920,Cherkasy Oblast,2018,Corn,22936.0,7972.0,2.8770697441043653
921,Poltava Oblast,2021,Potatoes,13875.0,3148.0,4.407560355781449
922,Poltava Oblast,2019,Barley,14622.0,4681.0,2.851954710531938
923,Zhytomyr Oblast,2021,Potatoes,12745.0,4386.0,2.905836753305973
924,Dnipropetrovsk Oblast,2018,Rye,13290.0,5281.0,2.5165688316606705
925,Poltava Oblast,2020,Soybean,13766.0,4861.0,2.8319275869162723
926,Kharkiv Oblast,2018,Soybean,16010.0,1768.0,9.055429864253394
927,Odesa Oblast,2020,Wheat,14622.0,5706.0,3.2656852436032247
928,Lviv Oblast,2021,Potatoes,22237.0,4284.0,5.190709617180206
929,Kyiv Oblast,2020,Soybean,15712.0,6084.0,2.5825115055884287
930,Odesa Oblast,2020,Barley,1879.0,4591.0,0.409279024177739
931,Kharkiv Oblast,2019,Soybean,13659.0,6084.0,2.245069033530572
932,Kharkiv Oblast,2021,Rye,8384.0,5987.0,1.4003674628361449
933,Odesa Oblast,2021,Sunflower,16486.0,6835.0,2.4119970738844185
934,Kharkiv Oblast,2021,Barley,16816.0,3795.0,4.431093544137022
935,Vinnytsia Oblast,2018,Barley,14622.0,4469.0,4.088610427388677
936,Kharkiv Oblast,2019,Potatoes,14622.0,3491.0,4.390718991692925
937,Odesa Oblast,2020,Barley,11016.0,5956.0,1.8495634654130289
938,Dnipropetrovsk Oblast,2021,Potatoes,10113.0,3965.0,2.5505674653215635
939,Poltava Oblast,2018,Rye,17487.0,5229.0,3.3442340791738383
940,Kharkiv Oblast,2022,Rye,17632.0,4486.0,3.930450289790459
941,Odesa Oblast,2019,Potatoes,15858.0,5517.0,2.8743882544861337
942,Zhytomyr Oblast,2021,Wheat,9110.0,5015.0,1.8633667416649624
943,Lviv Oblast,2019,Barley,10485.0,5889.0,1.7804381049414162
944,Odesa Oblast,2020,Potatoes,13923.0,4392.0,3.170081967213114
945,Vinnytsia Oblast,2022,Sunflower,19342.0,3188.0,6.067126725219573
946,Lviv Oblast,2019,Rye,15671.0,4820.0,3.2512448132780083
947,Lviv Oblast,2020,Sunflower,17254.0,3989.0,4.325394835798446
948,Vinnytsia Oblast,2018,Wheat,22765.0,6786.0,3.3547008547008548
949,Cherkasy Oblast,2022,Potatoes,13109.0,5015.0,2.7992739696775573
950,Lviv Oblast,2019,Potatoes,15858.0,2803.0,5.657509810916875
951,Cherkasy Oblast,2018,Rye,11707.0,5951.0,1.9672323979163169
952,Cherkasy Oblast,2018,Sunflower,11815.0,7281.0,1.622716659799478
953,Dnipropetrovsk Oblast,2021,Barley,14622.0,5274.0,2.693780811528252
954,Lviv Oblast,2019,Sunflower,17899.0,5901.0,3.033214709371293
955,Poltava Oblast,2020,Wheat,12193.0,4178.0,2.918382000957396
956,Vinnytsia Oblast,2019,Sunflower,21362.0,4503.0,4.743948478791917
957,Kyiv Oblast,2022,Rye,7989.0,3582.0,2.230318257956449
958,Kharkiv Oblast,2021,Soybean,21363.0,4749.0,4.498420720151611
959,Zhytomyr Oblast,2020,Wheat,13533.0,4837.0,2.797808559024189
960,Kyiv Oblast,2022,Potatoes,21835.0,7157.0,3.050859298588794
961,Dnipropetrovsk Oblast,2020,Wheat,18433.0,4810.0,3.832224532224532
962,Odesa Oblast,2021,Rye,11030.0,8244.0,1.3379427462396896
963,Kharkiv Oblast,2022,Rye,17546.0,3199.0,5.48483901219131
964,Poltava Oblast,2021,Barley,21682.0,5015.0,5.491894630192503
965,Poltava Oblast,2021,Corn,15368.0,4480.0,3.430357142857143
966,Zhytomyr Oblast,2019,Sunflower,11624.0,5982.0,1.9431628217987296
967,Odesa Oblast,2021,Barley,5510.0,4342.0,1.2690004606172272
968,Kyiv Oblast,2020,Corn,14576.0,5206.0,2.799846331156358
969,Dnipropetrovsk Oblast,2021,Rye,6543.0,4585.0,1.4270447110141766
970,Kyiv Oblast,2019,Barley,10381.0,3768.0,2.7550424628450108
971,Kyiv Oblast,2018,Barley,8172.0,5905.0,1.3839119390347163
972,Kyiv Oblast,2021,Rye,22922.0,3875.0,5.9153548387096775
973,Odesa Oblast,2020,Barley,17284.0,4503.0,3.838330002220742
974,Odesa Oblast,2022,Corn,14622.0,4142.0,2.83268902184886
975,Kyiv Oblast,2019,Rye,15221.0,6346.0,2.398518751969745
976,Kharkiv Oblast,2022,Barley,27778.02,4678.0,1.9914493373236424
977,Zhytomyr Oblast,2019,Rye,18496.0,5957.0,3.104918583179453
978,Zhytomyr Oblast,2022,Sunflower,20467.0,1629.0,12.56414978514426
979,Lviv Oblast,2022,Wheat,21481.0,4229.0,5.079451406951998
980,Vinnytsia Oblast,2020,Potatoes,9964.0,7270.0,2.83268902184886
981,Zhytomyr Oblast,2022,Barley,7147.0,7276.0,0.982270478284772
982,Vinnytsia Oblast,2020,Barley,21926.0,6553.0,3.345948420570731
983,Vinnytsia Oblast,2022,Sunflower,21756.0,5140.0,4.232684824902724
984,Vinnytsia Oblast,2018,Barley,16354.0,3518.0,4.648664013644116
985,Poltava Oblast,2022,Corn,21312.0,4633.0,4.600043168573278
986,Zhytomyr Oblast,2022,Wheat,14410.0,8534.0,1.6885399578157956
987,Poltava Oblast,2021,Corn,15584.0,2757.0,2.83268902184886
988,Zhytomyr Oblast,2018,Potatoes,14263.0,6298.0,2.26468720228644
989,Zhytomyr Oblast,2022,Corn,13323.0,4856.0,2.7436161449752885
990,Odesa Oblast,2018,Barley,12166.0,3985.0,3.052948557089084
991,Poltava Oblast,2019,Potatoes,23158.0,3926.0,5.8986245542536935
992,Odesa Oblast,2020,Corn,19706.0,5015.0,3.3564980412195538
993,Poltava Oblast,2022,Wheat,12638.0,5665.0,2.230891438658429
994,Kharkiv Oblast,2020,Barley,18692.0,7862.0,2.3775120834393286
995,Zhytomyr Oblast,2018,Soybean,8449.0,4319.0,1.9562398703403563
996,Odesa Oblast,2021,Wheat,14622.0,2653.0,6.30418394270637
997,Dnipropetrovsk Oblast,2018,Potatoes,16084.0,6320.0,2.5449367088607597
998,Lviv Oblast,2020,Wheat,15794.0,5433.0,2.9070495122400146
999,Zhytomyr Oblast,2021,Rye,19868.0,3901.0,5.0930530633170985
